"FimA_del" "WT" "FimA_over"
"rplE" 3783.11607581206 4469.34106014453 9629.38908977388
"rplX" 11812.0269045325 13875.287883891 29864.5290947316
"rplN" 7282.14374241826 8608.80415893233 18316.9890532041
"rplP" 2622.83264982927 3849.39339728928 6666.87053017688
"rpsC" 1353.28957828349 2135.67634966231 4045.99691848427
"rplV" 3623.89900911649 5874.86068384126 10338.278198262
"rpsS" 8712.71909776829 13464.133759134 19771.5448355432
"rplB" 862.358625812312 1285.44498063897 2447.82509766537
"rplW" 4439.82588343578 6355.49227351558 11413.5921424789
"rplD" 858.784659250771 1286.00810991873 2555.48671852385
"rplC" 994.683705849802 1435.33624818592 3029.04303503787
"rpsJ" 5203.85437727791 7753.90125041936 16048.7257402278
"gspB" 457.627807861795 264.651237225337 102.133655489862
"gspA" 162.148142384595 81.1547374711595 16.5245430811677
"gspC" 111.979520121946 84.6366395776821 100.262389196266
"gspD" 189.902953413598 96.9416757661077 96.3708604013377
"gspE" 144.919669548292 69.4759062470368 58.6436721582619
"gspF" 185.407258681501 77.2907952374644 45.7583749624181
"gspG" 304.276323574621 153.402096346752 65.1011149193361
"gspH" 397.112259619419 170.316649633566 48.9265069108468
"gspI" 273.892774045261 109.077503570324 70.4722366316127
"gspJ" 280.223287855923 112.425697114391 50.0203372448407
"gspK" 172.41098634217 69.1726951154273 62.4264117875282
"gspL" 148.331594313754 64.0940029462675 57.493064700502
"gspM" 489.519319568021 276.920457992124 83.494816040887
"gspO" 393.120544253902 296.967225532167 164.011323196642
"bfr" 4190.71924435625 5557.29851600849 681.07927881647
"chiA" 159.795162867786 84.7561642030903 36.429180571933
"tufA" 4736.30520312058 7324.28664506389 5825.06188504503
"fusA" 3124.25007261965 4430.93281346132 3575.2988376012
"rpsG" 4779.06335232359 5644.72086294681 5989.57892172437
"rpsL" 9230.38974711753 11409.1653392238 11329.7101196453
"tusB" 2206.43501736955 2694.30147423156 2636.97701911431
"tusC" 758.655679827186 404.146855604332 591.946587627616
"tusD" 561.436373898825 324.137742286821 716.840588173099
"yheO" 346.380919431839 251.795611961577 403.771539681635
"fkpA" 770.533024560213 1258.08254297584 547.889300952478
"slyD" 1489.10470646237 1370.26875515384 800.006577634481
"kefB" 235.92898288479 131.390097123002 67.9555689071181
"kefG" 442.786549141866 228.687860824125 170.069822687889
"yheS" 259.329911822 138.278849062585 79.6225043977222
"yheT" 206.244781863722 142.498044865906 63.6455126836154
"prkB" 483.97590885047 323.692454413415 178.362725003172
"yhfA" 910.56668317897 656.071443130318 363.47801072076
"crp" 2562.77425588736 2345.26360623023 1324.41714954494
"yhfK" 181.906619266946 96.0419854377048 178.786921640414
"argD" 206.226369828235 150.816839100975 572.292559897918
"pabA" 349.839005701907 281.091224805844 92.9994180970385
"fic" 1282.73145544712 1458.68281862178 184.157054126835
"ppiA" 641.468538375415 404.076837924944 77.2868376160508
"tsgA" 253.44421134087 114.566219192478 77.5929720944911
"nirB" 145.820888311601 61.4099935474858 21.0861040029482
"nirD" 347.666981433387 167.138298290738 47.7671381015487
"nirC" 146.972062492487 66.5542077538595 11.9443803965843
"cysG" 228.171248837463 116.189342607084 42.0214473512064
"frlA" 177.048249512445 73.9278002022189 12.0670334664678
"frlB" 180.052696450078 78.2899503071074 25.9491346478651
"frlC" 228.018184914936 87.7622719635304 14.9523990558857
"frlD" 258.133220111377 130.185800150669 56.2497627231493
"frlR" 332.363494250977 145.133133074586 96.4357194874428
"yhfS" 227.654984979403 105.954101115291 35.9778774086417
"yhfT" 228.928972675509 93.3293693216428 32.461640304129
"yhfU" 428.155579412874 176.85279681265 48.3580412101721
"php" 181.916004276213 77.5924051371958 19.4130627566611
"yhfW" 202.010323856967 97.9157927793699 12.8886823678658
"yhfX" 175.026449642206 81.5345479656602 8.44614610290879
"yhfY" 602.366623420293 440.71761800157 70.2697126693442
"yhfZ" 303.981332036221 215.695535893958 19.8503227979972
"trpS" 270.305159706804 176.514602979339 341.649300478124
"gph" 270.799402790074 183.730115693755 240.755242461901
"rpe" 314.966925416191 203.884419756769 224.720940891523
"dam" 176.616641205135 125.3127009606 206.024655821608
"damX" 354.464779508602 389.847665445264 514.334267671425
"aroB" 422.047360619531 412.412119783457 470.554323103176
"aroK" 599.218057526128 560.317238644071 848.845606177826
"hofQ" 243.70025314575 101.644819711969 22.8623564388659
"hofP" 417.531820728002 168.821731182069 22.2719369314191
"hofO" 299.825040690402 111.892666877576 28.7906107759472
"hofN" 303.742446540948 119.446293850625 35.7952345719156
"hofM" 252.711537703791 114.424734442171 45.3589374484002
"mrcA" 176.716544114314 77.0512042161501 28.4545607992536
"nudE" 368.582667610766 191.243934062897 212.826466192744
"igaA" 278.446184867289 181.198063699827 70.5907391354495
"yrfG" 500.355767083833 577.115420820872 442.941850196034
"hslR" 1538.98037770434 1864.49870853864 788.001968349283
"hslO" 720.60617018822 951.184104043242 430.969993197878
"yhgE" 150.236055807229 78.5062498716564 31.814140315707
"pck" 828.399619375049 828.567990967217 56.9401124979685
"envZ" 353.530503910489 288.131802094303 108.716746215834
"ompR" 1426.86778210019 1600.06502303174 379.759345115321
"greB" 744.400760542895 554.998988735026 187.779836624044
"yhgF" 165.335505974004 74.7102830885026 48.7855389923158
"feoB" 173.859046307599 97.6246191156472 590.252844759968
"rpnA" 190.738312922004 96.3930289692062 42.9244387619507
"bioH" 295.003772109483 143.868629586118 77.173880909521
"yhgH" 291.694447188078 185.616763001348 231.617895897139
"nfuA" 1471.34675098938 1410.00161163135 2703.30127355867
"gntT" 220.647402116765 164.405023031786 39.4531593264111
"malQ" 201.168075615542 125.580090620287 48.2482215071831
"malP" 177.711290240567 107.704841195704 29.3707628192267
"malT" 1606.40006557934 3271.15526469343 66.5608858522943
"rtcA" 350.699081462153 200.404867885749 104.789013070153
"rtcB" 322.606760905174 182.99351075104 40.4676908754497
"rtcR" 180.440744213347 76.2683073204633 35.7962413923616
"glpR" 241.949930468255 118.704068765786 140.406956917373
"glpG" 266.850140902966 131.816168323176 134.104329032475
"glpE" 762.571445125118 346.322600061891 584.228842934326
"glpD" 394.398807849348 286.53429824994 201.535074788605
"yzgL" 2704.22569190494 1563.41566215021 2211.24530544258
"glgP" 455.513056732463 836.038332865688 791.816360397738
"glgA" 526.662830152037 1303.28022842733 1136.68081073774
"glgC" 498.725151685427 1280.03861169399 1214.29754988921
"glgX" 456.168684992992 1479.65899158459 1383.1436397154
"glgB" 560.39185058518 1741.70961565446 4123.02408954898
"asd" 1093.1553925263 5610.2313359577 11418.6727223236
"yhgN" 240.171236475061 121.642629100313 57.4606243185615
"gntU" 228.7762732174 118.739403679096 28.4095581231659
"gntK" 259.440283455468 195.736791513748 50.6332438585159
"gntR" 403.593327237902 342.890328451337 269.836824531383
"yhhW" 426.990338848159 389.963399383845 270.15895354192
"yhhX" 368.879372735236 266.059735316359 143.602685675012
"yhhY" 165.226453240056 102.544178257293 34.9540981994933
"yhhZ" 25.189558921847 15.225379886168 1.74931478656534
"yrhA" 28.1605246378156 16.1603143241148 1.72203696855907
"insA6" 0 0 0
"insB6" 0 0 0
"yrhB" 1875.92180062645 1750.31353090868 382.009120320085
"ggt" 316.111682855082 230.996947504163 25.5422608325404
"yhhA" 7325.16097396432 7410.69520677908 1089.0048526002
"ugpQ" 442.837393293435 405.60197892087 223.91212075346
"ugpC" 387.793082411869 329.586984271284 70.4705380814058
"ugpE" 249.203649831074 184.82136750535 18.2172658561522
"ugpA" 347.135698012551 225.192267504999 21.6893591671338
"ugpB" 1080.30455586944 939.457274467352 54.9299613772863
"livF" 414.135302411839 247.455442210063 229.711462666378
"livG" 246.42941098124 206.688878376131 185.668061873814
"livM" 316.734435010206 232.36052791218 153.812225957027
"livH" 235.294181979966 209.035209020428 156.855434093201
"livK" 283.145767564473 322.782641325103 235.966434599305
"panZ" 655.454725966991 319.222100771544 156.181388342192
"livJ" 479.492707385781 444.068388016633 25.8570705695694
"rpoH" 1717.65225852685 1904.88793009178 3101.95821213194
"ftsX" 311.206228859508 234.010482006831 218.413799213394
"ftsE" 457.078866780799 353.030437338961 312.072667183568
"ftsY" 270.386081723739 159.547491985984 149.323647833967
"rsmD" 233.165986512597 108.528231177283 105.275358474199
"yhhL" 4490.43620106072 2647.96922620989 862.139955566745
"yhhM" 789.352730456032 378.137404501083 210.413562197397
"yhhN" 494.861770117982 308.270893691369 154.619671333076
"zntA" 203.24421160054 110.473533296568 34.4644312171746
"yhhQ" 294.952770781679 145.471015547017 189.717741016734
"dcrB" 783.478104927308 545.684057178776 606.661086586103
"yhhS" 220.891931801198 102.642675259164 120.57766038722
"yhhT" 219.511972553074 175.546505789752 78.0878737103413
"acpT" 416.836305716717 256.800788046812 274.305075213643
"nikA" 197.268212487872 81.3317200230481 24.6038572484566
"nikB" 200.249597341974 90.8250913983421 33.7542259580788
"nikC" 239.765232243013 101.222476599525 44.3929254417859
"nikD" 246.16414439771 119.78897493965 198.62733210067
"nikE" 208.876056205355 86.7549428986624 46.0711815296823
"nikR" 427.922900614183 206.076173049008 178.141160088189
"rhsB" 133.476850427798 67.7844291344396 20.6638879595901
"yhhH" 28.267589260032 10.4531166499498 6.2058829804844
"yhhI" 42.4585485833829 18.9898049036409 5.19202847197163
"yhhJ" 62.993809989912 28.5958208615821 12.075145879185
"rbbA" 79.9308051542856 39.3134495880399 18.8030989377613
"yhiI" 161.504958306449 84.2890686214178 48.036849873626
"yhiJ" 26.4331729253303 13.4385809487185 4.82710296263053
"yhiL" 11.671530405296 9.65048242587504 3.28933768466066
"yhiM" 53.5685988771714 33.0620768984542 7.76260830996784
"yhiN" 71.6760028944659 32.2865656829855 23.7292393998323
"pitA" 130.400348534575 112.547965276991 61.5849634507939
"uspB" 3900.37589853711 3720.0991171622 1482.76527232577
"uspA" 1243.65089162479 1048.70527911867 760.670392725055
"dtpB" 124.250412945791 138.459587200042 53.5661362966711
"rsmJ" 173.277882477441 207.193660677607 103.185569683034
"prlC" 344.89427316601 439.347464692902 134.797901955451
"rlmJ" 164.868024768446 145.676157096825 103.90916812351
"gor" 245.843054570137 191.336820721366 124.054887611972
"arsR" 103.830644598762 53.2689147026055 79.253456427782
"arsB" 74.8419098448678 32.7113517582879 10.0226151188486
"arsC" 211.621183043556 128.690997874038 34.4246717142572
"yhiS" 7.51983215648373 4.45972135076697 1.67899136258726
"insH11" 0 0 0
"slp" 341.787021098532 59.2738309218328 154.950179251297
"dctR" 64.5442753804696 29.9464694647898 25.7722635080864
"yhiD" 64.2086206269201 30.8062387710245 23.9418823301326
"hdeB" 700.253778641776 257.483324393841 205.766133360517
"hdeA" 1307.25124073152 482.676347263953 939.225865555922
"hdeD" 120.122578770355 54.0243465873069 28.2962738812862
"gadE" 709.381529762669 98.2377104578431 37.8520366709294
"mdtE" 57.2729743281955 24.0315443235916 13.1261694392925
"mdtF" 62.3051189080361 25.8620977454696 19.8555133003913
"gadW" 553.448364035886 254.876808962933 93.9229302718399
"gadX" 744.681885029291 347.454939303062 167.619893030844
"gadA" 121.432511419943 43.8549548959318 61.1374686609226
"ccp" 57.1825405694899 27.3518753974385 11.198624467631
"treF" 86.7127006153994 72.6164442381272 116.025689562778
"yhjB" 125.851695206561 65.9894044773586 52.1199209792927
"rcdB" 81.9131889161561 45.1470911853283 19.199794749384
"yhjD" 364.261453239171 304.878338629031 75.7528386276005
"yhjE" 77.9614717830353 71.7290837338648 136.869815181419
"yhjG" 165.055656617634 135.017249681064 31.4978780494819
"pdeH" 86.4438247944665 30.1097520190791 7.86729075736498
"kdgK" 92.5875261606045 51.9506350257797 44.873497922695
"yhjJ" 74.846571632041 82.5657572405643 53.1624581190394
"dctA" 287.803286781579 400.207790412806 27.4137553835023
"pdeK" 84.9235764025167 58.64961044607 27.5186099390941
"bcsC" 53.4573999058286 34.8130761178295 29.6166477581234
"bcsZ" 64.7200028621015 25.4814194153121 8.21988472534788
"bcsB" 48.651741201014 20.6335897454326 8.72891546992671
"bcsA" 55.5295593969832 21.6962925218826 10.7790886992535
"bcsQ" 62.4863975174405 44.2413517002426 21.8796626814811
"bcsE" 161.687233355813 169.716427735679 93.6255400128134
"bcsG" 88.5706058570806 66.5035878117178 25.251728975263
"yhjV" 64.0894698653734 27.939820548319 14.7035464238505
"dppF" 83.5541979570921 50.2815210885675 24.2368132236188
"dppD" 80.8506462636947 49.5646870512115 21.2397554898394
"dppC" 69.3011339389209 51.0704936938025 24.0966075734176
"dppB" 77.1623111782765 51.3621632990858 18.3059015647373
"dppA" 347.699285674575 454.84299502202 82.272331002609
"eptB" 74.7149292936227 80.5925869600242 19.5076486708456
"yhjX" 90.6678926811707 39.4536828677059 16.8026733722664
"yhjY" 300.382511755165 309.920574819966 173.845174765335
"tag" 202.424830637383 147.052353717872 160.793386429459
"yiaC" 172.278501203155 99.2773171805947 201.53427543163
"bisC" 57.5825415094687 29.4262953657021 28.8560738757776
"yiaD" 92.8739854111086 37.7798148269976 20.5795620869905
"ghrB" 84.9237976951862 43.1579253613697 37.5865212914283
"yiaF" 245.145575820516 321.344478813143 117.378524143392
"yiaG" 12217.3066096927 14535.2309688923 1344.36585655535
"insJ" 46.7356702248791 22.6696118129766 10.554030627433
"insK" 26.5679487535589 12.9959400074427 3.38149037098584
"glyS" 175.694374626569 235.131417135151 229.047753329111
"glyQ" 166.336907650567 269.211433492941 145.062083637025
"ysaB" 626.392123402424 315.702237645558 98.7891096935725
"wecH" 67.2160945730771 39.9145772962886 11.0842062602117
"yiaA" 70.6904590122853 29.0069418546585 19.0183032348622
"yiaB" 120.44715360378 68.574681408698 13.7300605070017
"xylB" 63.5905563291901 56.8712603587451 12.014774340129
"xylA" 91.4172725782627 62.2764137844408 14.7592335264757
"xylF" 87.1577201807113 48.2822637964561 6.02070223632593
"xylG" 53.7380088016002 34.0318755332438 14.5540642786448
"xylH" 85.5078133589287 46.8097052297629 7.11995436822111
"xylR" 55.0130461359207 33.6673893257517 20.1171200455013
"bax" 84.6756660547326 44.1739194189321 318.477796758605
"malS" 71.3202919812256 32.0752563952257 12.8269833390472
"avtA" 101.171333876701 80.9787327271545 150.624898606748
"ysaA" 99.6596783897976 49.5670588840325 96.0857536272988
"plaR" 82.5208382871681 42.2013498275076 38.7432144685865
"yiaK" 63.1008559355303 33.4825352539054 6.33419536128599
"yiaL" 49.9557171702619 31.9399136335081 7.54963126278626
"yiaM" 57.2404306649095 23.6254205895857 3.67206701760378
"yiaN" 61.0301027838831 21.8715032520419 4.08234503824299
"yiaO" 69.7011160692811 29.6971715220469 4.78238959450183
"lyxK" 90.9986030101821 35.9085405163882 6.94366799922147
"sgbH" 69.9497539548796 31.3703724838379 9.22589628637415
"sgbU" 69.9678568150785 32.3301746327527 8.21742486259086
"sgbE" 75.174355431014 42.5744013264594 8.84267455159784
"yiaT" 49.9655599184223 31.6006286086374 13.284928093361
"yiaU" 84.6183164085126 81.7656541191446 35.7165451077751
"yiaV" 85.7886802755158 68.5430827882899 12.0638308613458
"yiaW" 434.490223291608 599.729274520108 15.3236300838258
"aldB" 1598.85038226317 2761.67017868898 6.29699191429113
"yiaY" 63.656845686848 25.6296400866526 6.60691506940045
"selB" 94.0187767450543 79.0167416180133 45.352013027083
"selA" 109.184340633475 89.8875588842017 38.03899289307
"yibF" 291.834622432593 559.007744900278 38.714732420571
"rhsA" 196.133002870933 113.333700380436 42.3445759985611
"yibA" 126.273918970378 191.866158127525 138.469265891461
"yibJ" 246.929002503236 191.878044593654 115.823393086211
"yibG" 88.2650985504287 67.7571333384985 44.012771246359
"yibW" 123.179450496819 84.723788891641 19.370801246944
"yibV" 105.454607627115 99.2555794333563 6.54642504338088
"yibH" 183.530500328171 126.299057465636 17.8666862123729
"yibI" 581.081583723463 360.145894886746 78.8993265059304
"mtlA" 275.896928331881 312.035181569552 31.0365272244183
"mtlD" 472.282599675967 426.424910899902 142.82590653902
"mtlR" 669.403787517894 641.097741990105 232.755924115106
"yibL" 1185.57671111344 863.961850267394 339.02054358017
"lldP" 859.253962345364 693.412641999093 23.5675920678502
"lldR" 725.773585767171 732.916996280018 31.9590095081479
"lldD" 834.727588959934 824.677825357098 53.9663090378612
"trmL" 401.705165201955 205.216888650715 263.164802928271
"cysE" 487.834156139036 379.33177702592 615.397564305439
"gpsA" 484.096510911756 362.129191745069 311.200326600535
"secB" 1906.73084694074 1925.92912058766 581.950743173107
"yibN" 334.004294905461 351.105868081153 267.64883632374
"gpmM" 344.445486505974 212.834292941691 125.45918255659
"envC" 189.117162327539 88.4722820588293 64.4750672588509
"yibQ" 205.004699947509 93.52209322425 126.039035954916
"waaH" 173.176818147716 124.134131394954 306.26249499144
"tdh" 0 0 0
"kbl" 113.971275292588 92.6437967404163 71.211471035263
"htrL" 78.9035425040558 86.0977340872914 64.7265173890635
"rfaD" 327.154663517844 303.424836648747 177.311542174942
"waaF" 115.169930572332 90.4255535473351 98.4464882516821
"waaC" 72.5473253238902 42.9581904117412 49.6517414367849
"waaL" 25.4412810752406 27.8815766399206 21.178920222242
"waaU" 88.1390781903871 90.2048248228711 27.6247295284269
"waaZ" 90.4048256197493 90.9715800520989 26.6010575850886
"waaY" 107.759426338017 119.200221084602 26.0464895989874
"waaJ" 98.9632126215702 92.5847050466325 36.5789640902556
"waaO" 126.879554507296 122.309393916762 42.7724430791456
"waaB" 150.217675255746 131.731012614645 41.4627333364906
"waaS" 127.954290670315 139.29577541197 50.6071782549959
"waaP" 123.444447453687 104.165743446645 38.6556331725297
"waaG" 151.740600416581 121.332865408705 40.7149149516108
"waaQ" 187.831325134993 184.42058455193 54.5540859173027
"waaA" 121.202137338819 81.5826426613775 28.8397923669424
"coaD" 256.010832708144 188.314191828622 68.5163045934256
"mutM" 110.818908500416 70.3157411819981 33.45790883996
"yicR" 180.854700649095 106.005719556637 50.9837760123
"dfp" 96.3525959307677 61.823626089659 38.4875113381641
"dut" 153.362244742811 129.100789496301 91.9378185760774
"slmA" 130.365405532773 80.0762354362118 66.3863267990282
"pyrE" 127.862227236174 55.3433066741434 12.1558538048334
"rph" 155.056191652777 86.7193445205677 18.6750808351537
"yicC" 254.429733633911 205.098720617272 75.1403655158587
"dinD" 102.654745833477 68.0941840845198 20.0671702924251
"yicG" 137.665719761098 59.623027971409 14.4371232039701
"ligB" 83.3201641556604 42.9734705349446 13.4015729311667
"gmk" 460.518731942294 541.294142763256 462.517052352737
"rpoZ" 7284.51564847296 8406.82273986764 3819.19337629055
"spoT" 97.0640885320561 66.020721425715 107.099762133788
"trmH" 86.8958091819016 45.4671112435428 49.767003089339
"recG" 80.4080225405806 38.4709547677992 38.366778821172
"gltS" 92.5715209521742 56.4521851722074 63.3147292369351
"xanP" 72.050090506366 32.631011211593 21.3302763886374
"yicH" 153.447148433708 100.779005905323 41.4045653827516
"yicI" 68.0756223141963 27.9675701735399 10.9077789448698
"yicJ" 80.308594433535 39.9100713708201 9.31677467914881
"setC" 55.9545552634255 29.4006881341193 5.06930145647661
"yicL" 122.208751635899 70.5385213713213 32.7992890920082
"nlpA" 131.113487848416 120.35948707339 98.5374798403278
"yicS" 562.751485936137 608.633969287861 143.480646451265
"nepI" 107.317092018876 53.0240747566614 22.306074402316
"yicN" 208.020699549749 112.585890419603 45.9990050901883
"adeQ" 52.1048769447771 27.8576856600554 4.36616292401795
"adeD" 93.235834458716 58.5436610476471 11.2315199190765
"uhpU" 196.581289442402 45.5326462408019 0
"uhpT" 54.3028125235396 24.0164242517325 5.5695721681442
"uhpC" 113.410558691217 49.8136605339395 12.0177054894946
"uhpB" 63.0664398695514 35.0218595248035 21.3788123751508
"uhpA" 193.484558311962 250.877452992421 87.157138392962
"ilvN" 2536.3414306672 2670.21552071041 93.7091481781208
"ilvB" 253.341834194066 278.463447251635 22.6498508490732
"emrD" 74.9602164393992 34.8334239849891 20.4220430103773
"yidF" 80.402187022792 64.0944715054578 25.3882873240856
"yidG" 235.199688649973 148.523778753833 78.8993265059304
"yidH" 362.75679041407 327.016771523511 175.721434367545
"yidI" 201.524659897064 108.112053266925 39.8336576460024
"yidJ" 63.5265728657214 30.7282563354696 9.78814880193519
"yidK" 69.508905606392 31.7861975880294 5.44261040461486
"yidL" 56.6763781817605 31.4206420454479 8.8472415305625
"glvG" 81.2823474363576 35.3734394023588 14.8979433781611
"glvB" 143.713734700017 63.5770408887927 8.12579607691788
"glvC" 84.4454220611086 35.371468046826 8.37795943160456
"yidP" 120.244772261097 56.3799024774187 12.5174115055028
"yidE" 120.545272568542 69.606060953245 18.5821852094829
"ibpB" 305.630452102568 308.611136308331 582.90168185417
"ibpA" 540.190149547374 609.55815805576 1271.44077716686
"yidQ" 1668.28725658372 1872.78422738414 872.987513373861
"yidR" 113.61131575737 60.4303970862393 61.1832615735993
"cbrA" 71.8969062071743 27.6707224932811 4.32267487730141
"dgoT" 81.9177881044818 32.0439839443285 5.19152617106073
"dgoD" 99.9838845607896 50.6566634471681 12.5047998341125
"dgoA" 115.993289377422 55.2065073809345 20.3600455440605
"dgoK" 103.04456498284 54.3306163280981 25.0212808863633
"dgoR" 119.164135983368 65.2154524907381 40.4936484764185
"yidX" 61.1000132599519 32.5929007669737 29.7613078360596
"yidA" 140.043043940833 72.2523298220668 84.8842578940456
"yidB" 181.964948517228 141.101763441014 47.309249040865
"gyrB" 126.386884298974 125.792886413781 196.669750718772
"recF" 81.4313857862481 44.4364707516695 61.0046110419429
"dnaN" 157.11195595145 131.716258019221 219.210016061813
"dnaA" 158.717486309574 163.593671084384 332.56484482023
"rnpA" 181.989657299586 93.0338058693144 534.906766550009
"yidC" 85.0111784295171 83.5655070064314 111.241079129638
"mnmE" 94.8579014548012 54.5570156822113 45.5176110658779
"tnaA" 1060.47724832349 374.569267875445 4.06192168200777
"tnaB" 189.425870825032 75.9867369302221 5.29079202077688
"mdtL" 75.339461513145 33.5627106940963 6.58126517187529
"yidZ" 84.2485068277434 38.4511015816569 30.7458860435477
"yieE" 84.9404607809288 63.4463434001215 231.26066496364
"yieF" 135.290695851503 81.8236579029649 320.660787617267
"adeP" 84.6752497668215 47.1529603267553 73.0242128331608
"yieH" 108.992584093595 47.192938154049 54.2985258772031
"cbrB" 85.1876440166573 45.2879372415414 35.2316125596692
"cbrC" 95.9623149851436 45.2114063462696 18.9593213750606
"yieK" 115.145700737559 51.8089193113152 11.7826570298555
"yieL" 58.9172419388206 24.9051759030128 8.09643225216824
"bglH" 50.766983155748 21.7710863222292 3.26521222688869
"bglB" 56.3436376229396 26.3975188671083 3.60701103601084
"bglF" 77.256615144583 35.2940381929854 17.855326118072
"bglG" 44.6747345384907 23.0794196857858 3.93088568907671
"phoU" 148.162176626917 116.928998934701 181.043114036693
"pstB" 146.85275109107 101.558184218866 182.490630249803
"pstA" 121.681029490449 70.0175779335515 111.111002121594
"pstC" 117.323846545302 61.5499318358393 63.7833909226391
"pstS" 83.7555189880264 52.3760702224773 72.6413959595241
"glmS" 458.801726606656 399.050578759761 731.167494274725
"glmU" 356.252202552159 378.060259548959 1126.03517799493
"atpC" 462.416140679483 435.494172053901 406.913452824688
"atpD" 160.714414768321 181.393467241441 168.060281712339
"atpG" 194.936213828966 191.218632040465 154.921753607697
"atpA" 190.16953035495 192.82168755856 143.027710824668
"atpH" 273.698688364292 261.853784181884 137.585187272083
"atpF" 484.145633642552 498.075764606148 258.729907761108
"atpB" 162.86144242297 168.386102639874 108.65756532514
"atpI" 281.562327490729 229.980415422841 154.564938665504
"rsmG" 76.5529834715026 52.3920609595327 112.53367651732
"mnmG" 89.0113110785527 52.4300984334554 123.82342957858
"mioC" 168.273543917792 146.735362486191 591.535899086294
"asnC" 84.1018761492834 68.7872932451331 44.6555118798089
"asnA" 75.3877032674186 41.4232235356783 2091.73791331748
"viaA" 73.4598120734891 47.925311496556 126.864921968437
"ravA" 99.824849664904 97.0565651651378 34.8268348085952
"kup" 93.2266478358722 59.907479434173 26.0553420093797
"rbsD" 1438.55198794224 1713.39932457155 84.3007950075049
"rbsA" 164.822074553349 123.545685010939 8.07863741803602
"rbsC" 221.669334825542 139.786321883181 13.0658348310165
"rbsB" 490.705147376136 366.341970259476 17.3544803313727
"rbsK" 92.2615137445459 55.482689531782 38.491489329245
"rbsR" 40.6736027509985 17.2148461446975 10.9467313387744
"hsrA" 48.9827879082259 30.2745297015232 23.5481631493622
"yieP" 134.486086358857 103.071682582185 84.1184128653996
"rrsC" 119.909851652382 82.5829936754787 56.2268526448365
"rrlC" 122.990362642305 88.9637781817312 68.5617039284339
"hdfR" 95.8547930485099 48.8106143439396 55.6710531713806
"maoP" 215.359040464489 260.772287547539 195.812682603857
"yifB" 68.0534621019109 28.3511846570166 9.89895344726511
"ilvG" 58.3325404671215 37.6126306898926 28.5046877929838
"ilvM" 2089.43756451838 1102.15127518692 168.1444694737
"ilvE" 100.248817937979 47.9770737065276 44.2751846170591
"ilvD" 61.4134653956598 32.3042645290856 31.3315875522039
"ilvA" 59.5600113568543 34.872021349827 50.350812649689
"ilvY" 97.8485799612163 56.7749225078637 31.8079397884509
"ilvC" 94.0073009525266 163.370422988193 258.79099562786
"ppiC" 901.408563968313 590.516132453021 778.206502344601
"yifN" 203.172300088445 121.290851075487 105.616119424581
"rep" 77.6325841954142 37.2120260034366 34.2522258604266
"gpp" 91.3555796802357 53.627362958577 172.654060986767
"rhlB" 183.755721940096 179.902711995868 197.209127480767
"trxA" 3988.91341186051 4599.62311978987 2954.75199346322
"rho" 163.129931014633 123.940012060141 592.205503429528
"rfe" 99.7541493239173 69.4769105626864 78.3643733826212
"wzzE" 92.2747034103625 61.4943861381463 73.4523021152447
"wecB" 63.6879756477447 39.5994379806324 49.8153082472637
"wecC" 60.7457276542465 35.3614671038362 49.9833886570405
"rffG" 73.5219224424334 37.5702360859575 60.294528806896
"rffH" 97.8061548265992 60.5686899442688 68.2653733187096
"rffC" 66.6085499225181 35.4568675123544 44.8159689582301
"wecE" 91.0186423627219 76.5966271796805 78.1054833012653
"wzxE" 64.4565467568309 46.3286656156146 51.6667610918885
"wecF" 97.748026274572 59.1347246408805 53.8689055159131
"wzyE" 86.4096880142902 48.2172393245082 15.7062567896464
"rffM" 114.920787812371 89.8771125362546 34.0426282392374
"yifK" 96.3849587681662 63.4232870817296 15.2485628050322
"aslB" 63.3219755217222 23.823800716952 7.96446627032119
"aslA" 54.6662892217537 30.120772953572 12.9862242006521
"hemY" 161.86717932659 137.651225803865 46.9023343364785
"hemX" 221.82290086049 220.368977588517 62.9171477844844
"hemD" 235.292363979479 173.187860686299 88.8429566243515
"hemC" 358.064494311344 254.304014921153 177.149084255332
"cyaA" 404.383383947857 308.626650560437 707.04868616548
"cyaY" 102.738941561951 89.5347508552699 592.199269388252
"yzcX" 74.518232807416 43.407772744762 65.5867826208372
"dapF" 254.41364504116 199.917540453269 176.827182929722
"yigA" 131.441871016942 90.7927986341038 112.216061210434
"xerC" 107.846291618466 67.3437559804353 88.6889110954271
"yigB" 87.4942080468419 49.4674240127544 72.7756482878069
"uvrD" 125.974962931163 110.496048181682 150.77210845967
"yigE" 91.5003805625932 36.1516482281163 38.5120723594926
"corA" 138.134926426047 77.7635790728219 47.5844169700768
"yigF" 34.4031139699283 20.6075641059894 16.9386234153978
"yigG" 23.5389727162668 19.7832615417498 10.5866396346236
"rarD" 79.2744118159685 51.5754480314108 20.1058003839074
"yigI" 275.019369263653 199.266923862782 140.297314300111
"pldA" 66.9652200925178 31.3668012768246 21.8849969329046
"recQ" 62.7914457602016 34.1792496344601 17.7143810059536
"rhtC" 4796.9769105516 4825.82312600348 5081.12963057793
"rhtB" 325.105900292321 313.692189585934 1369.14028415529
"pldB" 100.760809460139 61.8826504902712 268.257946021849
"yigL" 83.3875157650675 46.6867900752371 184.579500338218
"bioP" 57.6805371951265 37.1346381421986 82.8512882120158
