"FimA_del" "WT" "FimA_over"
"cydD" 199.80142302808 105.326318759829 35.2099235558351
"trxB" 173.406367298976 101.523132876196 110.586196250922
"lrp" 403.430253031575 371.806467289572 932.040725055428
"ftsK" 218.776696587524 190.759388715234 144.169307664919
"lolA" 316.043370936263 289.183003504485 253.303321961309
"rarA" 184.629525276362 135.585676433567 123.965328906537
"serS" 236.874533086637 174.716007696458 773.926763950878
"dmsA" 126.200012284364 74.2854885485679 13.6664498297229
"dmsB" 181.315826026812 104.064266413061 19.6196802515491
"dmsC" 184.99048863361 116.919334364623 22.5421096547575
"ycaC" 889.977034225419 921.581894415333 54.1891371494423
"ycaD" 183.631335894817 115.169088231089 159.549193064159
"ycaM" 112.259788718889 68.8892099005327 18.1030729501626
"ycaN" 87.6761311298193 52.8762718273621 15.2312542391358
"ycaK" 110.609773096429 67.199317765827 6.39685419397887
"pflA" 586.868212860013 334.679384809659 314.133195540931
"pflB" 1919.26956840351 1963.49911224163 549.08086392534
"focA" 1172.41166512392 1332.37068191023 174.761596950472
"ycaO" 99.8637634523125 60.1555498740375 13.9610399275812
"ycaP" 265.439705158569 218.913308139155 49.1202410892843
"serC" 283.999409954965 228.497000352783 456.182554140861
"aroA" 143.63032117228 91.3981521169898 138.646135471154
"ycaL" 125.461514719395 70.3491533087669 14.2441911466617
"cmk" 863.230033639628 810.472189767487 190.559784445819
"rpsA" 1485.14495248039 1533.99144588024 1404.20920189585
"ihfB" 49227.3886733113 43365.5993368748 4099.08662815372
"ycaI" 107.91324744294 64.6109727388113 20.5903528465052
"msbA" 128.823825781477 93.3089483772028 68.9219560094835
"lpxK" 159.080779994329 82.8537525112816 53.5259758461551
"ycaQ" 114.690253464666 61.667397867451 23.0024114868675
"kdsB" 166.666385891471 103.762953831089 228.292241726208
"ycbJ" 197.419846189355 145.126034794073 61.2987448903259
"elyC" 159.441443987679 86.7199065341157 34.5957997487798
"cmoM" 236.535589466499 137.68930448212 100.337414587239
"mukF" 119.356034534765 79.5136354569199 56.6401354990389
"mukE" 173.328748948523 106.493830064892 79.4916357892799
"mukB" 113.907577071338 78.0651300520181 68.3277163041508
"ldtD" 229.343546199416 189.913964736589 179.966785754675
"mepK" 885.453616924953 1552.77165424296 752.545466735458
"gloC" 503.249145001343 751.570387207144 752.459158947023
"aspC" 208.652575630142 141.609205637551 181.038978052345
"ompF" 239.739761650296 159.781461224839 29.0664990249045
"asnS" 247.745289256291 186.9878588673 393.983956697599
"pncB" 141.151934617696 87.6648175016984 194.949200338742
"pepN" 146.461604469957 119.341298385959 103.776704242428
"ssuB" 171.382408858681 89.1637172694022 32.5181351304419
"ssuC" 144.549091285081 79.3791301523919 4.76052215977461
"ssuD" 150.360656157122 70.0699412608034 8.61650187525397
"ssuA" 141.350272566547 80.8459058896378 4.39226943479251
"ssuE" 161.868895031271 73.2224538663417 12.9704905556908
"elfA" 48.4113925078117 26.5043551443693 6.12286907151189
"elfD" 112.21798512159 50.0357182642357 7.22015956901054
"elfC" 95.2194965216342 46.1650628123725 7.93079597784192
"elfG" 171.544578816916 92.6051924833035 24.7554583424141
"ycbU" 112.018074931801 57.6877677433285 16.7798889457021
"ycbV" 253.258429013549 161.270859038326 28.787546157058
"ycbF" 172.231723723702 104.415065663399 40.699086260774
"pyrD" 67.3269061425598 30.8461643214858 18.5234174783003
"zapC" 152.962612665494 128.311580374555 221.401312478014
"ycbX" 160.07242576467 112.695663566092 68.6791491891165
"rlmL" 144.651470135972 78.958653124464 63.1837700572043
"uup" 130.965220705505 88.3597799421885 116.034419145184
"pqiA" 142.474723168383 103.775683188899 91.0222082001381
"pqiB" 125.145889075268 93.769459537512 92.5669998663973
"pqiC" 276.491464938095 188.044824002058 149.059814987309
"fabA" 704.9479763496 889.835642035008 1015.48983530307
"ycbZ" 212.455974540571 182.828263357625 194.828102066309
"matP" 331.019314814859 229.798598253711 301.022900957851
"ompA" 1708.3888664369 1028.59029473057 3404.72278750854
"sulA" 467.962684793809 400.838254486439 278.828480244611
"sxy" 141.760148102109 82.2481050123281 37.2717079559793
"yccS" 87.725500667307 47.0386353405499 28.536749977059
"yccF" 162.057220093263 90.7557239587189 39.0565788857746
"helD" 143.104839060451 79.5263263780699 77.9585353422446
"mgsA" 742.075377787796 632.544022667203 353.303902813782
"yccT" 221.507554190452 159.79283483955 42.8345184724515
"yccU" 1383.17109344631 1541.97550999699 306.928494488031
"hspQ" 16796.3518362659 13228.7530551617 3419.2221646035
"rlmI" 115.409856335053 63.8193953658019 32.2358752652825
"yccX" 3353.30849812824 2947.23130366534 583.544387418769
"tusE" 1062.35026743885 1032.21589261012 259.467468960032
"yccA" 691.911191312756 575.339663705258 100.242383068889
"hyaA" 141.741398548688 79.3896316036998 17.6147623169667
"hyaB" 86.8971631253219 41.7219489762093 9.72100881025316
"hyaC" 167.045791552143 86.1650103542097 13.062187019204
"hyaD" 182.261757975255 88.0115376874049 29.0440667873269
"hyaE" 207.959941162546 114.60041700793 31.5394993605766
"hyaF" 136.802669758189 72.9026790547563 17.4092012287826
"appC" 109.264157781618 57.0215030423544 14.2068682994973
"appB" 141.445487362824 78.8807280612779 18.0193929321368
"appA" 97.4181627087275 53.7614503167175 23.614917633787
"etk" 79.5023714092982 41.7648508386023 39.1958193882157
"etp" 117.008823172031 59.9730807446505 22.3180450775855
"gfcE" 83.8829364924774 45.8006019959779 11.4142428780971
"gfcD" 73.0360189878518 35.0482762548752 10.6845574448326
"gfcC" 85.9128207219828 41.3430519170745 10.1159436453529
"gfcB" 95.0775995957678 37.9752579985259 13.0966336422303
"gfcA" 414.502805100398 250.770882945084 553.206935119508
"insA4" 975.479455816703 673.095284727964 1082.60599642882
"insB4" 406.895279092962 315.37851028374 958.340147477739
"yccM" 103.432616871824 58.9661069647494 18.0876205245653
"torS" 79.377697783397 39.883890148725 21.5508659744194
"torT" 114.601085303477 61.7833074004179 22.4428182040026
"torR" 168.296847282097 84.6008722079443 34.6911702693071
"torC" 72.9559409210936 34.4286850860027 5.28219129588655
"torA" 88.9719815484897 39.3368789028362 9.4704524519669
"torD" 143.356387344978 85.1805439743148 125.392206436554
"cbpM" 2257.00371332124 2017.26312032816 1541.26025179807
"cbpA" 435.704027695133 390.249271205044 296.722580563248
"yccE" 18.5086689289803 12.5499401421853 2.68889111220496
"agp" 1707.91538714301 2067.81076317491 33.5752680765872
"wrbA" 3087.26034993035 2603.79758962364 874.02116643691
"rutG" 160.46080620463 89.0190899823661 38.0093801357466
"rutF" 111.676194610817 52.6936603301548 31.8503125468582
"rutE" 163.438321440992 97.3643448518203 22.388989678926
"rutD" 100.953408916546 50.881306371059 16.5111168526844
"rutC" 337.206792925408 155.397755382059 11.1216452325869
"rutB" 181.165121961837 89.6176355194664 12.8940632859372
"rutA" 118.531263637792 53.8712000772949 9.34093481584312
"rutR" 208.449678202939 116.780056509455 28.0010720665648
"putA" 272.045730140902 172.061569357746 23.27572122216
"putP" 476.407194710498 549.216935091866 22.9959622124933
"efeU" 146.977360456955 86.5321810443363 204.313901465636
"efeO" 99.8880275442005 46.2079516665296 136.844977186886
"efeB" 102.607888622845 55.976992387747 83.3200964018198
"phoH" 531.765796853063 336.456395626268 53.2021523360173
"pgaD" 127.939772261221 57.4689365116131 24.3860995620628
"pgaC" 87.1652455511838 39.8295791995844 5.66074856490182
"pgaB" 58.0910295733641 25.0742454029673 4.66132800910883
"pgaA" 57.4572484382558 26.1091448710989 7.83168300691622
"dgcT" 35.0705463973804 21.7807912581988 9.51905122232766
"insF4" 132.793489049418 66.7816884775688 48.8222981999423
"insE4" 419.434373379596 305.435498209931 284.745080881473
"ymdE" 169.282789316443 80.9313622844681 19.1045301284917
"ycdU" 72.2548207528539 41.9014885859019 5.88601796246377
"ghrA" 190.600340171495 120.817554767994 64.9502907199406
"ycdX" 223.743532525048 156.313904920027 101.36793006247
"ycdY" 198.234982251797 135.469055385551 106.069863097447
"ycdZ" 534.977887678671 450.954352367608 63.9363173897475
"csgG" 148.806675884156 64.7892592156552 27.890843209499
"csgF" 230.758611445479 110.184870206205 5.77824823937818
"csgE" 159.223163873273 80.4812855614715 17.7988718442659
"csgD" 93.3374810076296 64.9272352447028 33.2656199782562
"csgB" 122.786024870913 52.6400229793812 9.33003302209733
"csgA" 173.016671409013 99.2061971534494 17.3272041838951
"csgC" 174.500740995231 121.358624454937 18.6826121539153
"ymdA" 357.791452302671 283.417111497557 57.7209241124578
"ymdB" 286.465974118894 257.519652581633 191.945768257207
"clsC" 123.841213336672 116.214510144735 73.0855167591692
"opgC" 90.2262143344395 48.1728217262863 24.1640846496065
"opgG" 183.962259680509 164.322808675835 122.131830801952
"opgH" 124.55235494593 109.977756865392 86.7593050177169
"msyB" 1786.43484474044 1206.44654404877 287.742196606015
"mdtG" 107.610865643203 64.0884845559043 43.2394505244531
"lpxL" 163.079209455857 90.4017807149301 47.2977410434604
"trhO" 72.2969522121207 33.0620768984542 24.3003390572906
"yceI" 123.822787224776 94.8136902628271 23.0121606633225
"yceJ" 112.860922591911 55.4081462964957 12.0516806084342
"solA" 148.987371389292 103.826035551082 45.5177928898608
"pyrC" 68.1306456759219 43.5846158372199 46.9278596847397
"yceB" 213.160616637951 119.281010420673 145.248577958347
"grxB" 1021.42397813087 697.850417118828 276.699754358246
"mdtH" 124.380700492824 72.2625349366402 164.637959261031
"rimJ" 306.017023865115 330.063586741382 209.21916255407
"yceH" 295.134361478124 288.713014597866 137.152783062617
"yceM" 246.22678492455 216.219130771882 107.654108369475
"murJ" 89.0719592220512 51.9442227519197 31.9793941117946
"flgN" 189.626411822267 111.451362967196 52.8296981886006
"flgM" 549.739890885589 349.96453234052 130.133609572077
"flgA" 149.144694219015 76.0534834425836 16.9283494586535
"flgB" 166.620266270301 84.8550149863878 9.90556841036263
"flgC" 207.633364738157 81.6657967913264 10.6905297270812
"flgD" 121.782455798243 63.4086828266416 12.5017122970866
"flgE" 78.2413287096398 41.1148905673988 11.2959148721118
"flgF" 88.7573400628998 38.4016323121879 15.0363592802806
"flgG" 121.975272385188 55.0907942897498 14.524344671905
"flgH" 99.2979471336459 43.8566851160328 12.1146463251104
"flgI" 93.0411099467159 47.1598629477989 10.2246066129792
"flgJ" 103.287834897503 46.8416718785978 17.2446011222005
"flgK" 62.0033995913672 32.8014488789741 8.24707828419664
"flgL" 121.171407367698 63.7881609949162 25.4237414138643
"rne" 221.113643635342 253.363357980223 132.309666784128
"yceQ" 1596.9596881384 1745.92764167776 850.286113141917
"rluC" 113.2674369573 69.1556442366065 39.148488440542
"yceF" 417.326512765502 371.435612360579 77.7448639062786
"yceD" 940.138080505825 1248.33995716791 666.411648189343
"plsX" 156.463736723121 134.532740261177 126.417873935262
"fabH" 233.372983280903 229.864687059631 87.0570539323234
"fabD" 345.247148605915 328.628237995938 101.912699726654
"fabG" 2673.37732692307 3398.57017226028 416.685169180726
"fabF" 404.29559555026 466.135313231959 381.338613845467
"pabC" 117.372714917107 100.809812612967 32.2456657660484
"mltG" 127.954777922392 90.0463619868873 50.8462773505465
"tmk" 157.038842847113 126.979269051423 134.756322179296
"holB" 131.04816311165 77.4070785179263 115.259511774543
"ycfH" 887.663033334733 839.74461134188 223.261060823392
"ptsG" 5598.45471472583 4639.08696734009 129.59944091862
"fhuE" 94.0641642482297 48.96579865063 23.4778559653809
"hinT" 1386.84889448178 1411.51290410326 542.512076027024
"ycfL" 986.013986562938 938.573867930693 359.95050094916
"lpoB" 601.267117786214 528.606162812847 252.494449031824
"thiK" 120.440502173741 78.2210114611918 57.8406673134605
"nagZ" 193.88877462801 114.657670192973 119.286652375199
"ycfP" 884.942791961225 502.757636453979 303.436325101445
"ndh" 105.63541368094 49.5871194577617 34.7711641202331
"ycfJ" 169.439873777341 114.145422821751 101.262834644235
"comR" 150.579100083002 90.8544631733642 157.507865033129
"ldtC" 91.034832323724 140.945254476999 14.8325330494716
"mfd" 108.950968320314 83.6173361621316 87.1509603133897
"ycfT" 101.2861553025 48.0688798049394 12.496901453336
"lolC" 77.4806867125004 50.4190619214234 47.181288003096
"lolD" 128.778789093279 76.1704461076089 109.505753463326
"lolE" 119.721884569777 95.223192769217 90.623842644092
"nagK" 154.946263420719 146.100137502349 158.994600144536
"cobB" 129.752362299457 97.7913005148615 109.271695274404
"ycfZ" 70.2068778277782 36.3714771512428 6.80285637977666
"ymfA" 129.960881301245 68.7391207781871 12.2976860835415
"potD" 191.209836540571 242.846465828647 79.4032988143963
"potC" 93.3071027118182 78.1949236245319 42.6073020654935
"potB" 71.3438779875924 39.0769990040942 32.6443432127998
"potA" 91.889762036764 58.4301689342799 61.693514784604
"pepT" 272.471163480638 287.430230416862 101.169227188624
"roxA" 170.384168734571 168.857798999562 289.406530781634
"phoQ" 105.363673756365 78.8934009530012 125.472371709393
"phoP" 173.702094987266 186.011395204391 216.658963214353
"purB" 95.7212814581524 61.3549952176078 78.3528284034216
"hflD" 120.425050707895 82.4977328460361 257.704100662467
"mnmA" 124.025184767613 86.4506603907621 218.143094634232
"nudJ" 205.229891721549 136.496254116686 95.1452554884527
"rluE" 122.02224967875 91.50670540514 54.2412217478918
"icd" 867.023190477781 588.453587508204 412.387315626095
"ymfD" 45.2117385869726 30.6510835433513 9.48588705083669
"ymfE" 34.3711400181208 28.1764925380027 6.57449619309837
"lit" 27.3907116440727 21.9322303386542 10.5324303935268
"intE" 58.8760666129543 45.0726211587525 29.7757391173269
"ymfH" 247.701774671081 146.59505767115 80.8092937574411
"ymfI" 317.177504489954 336.750667631999 286.805708368481
"ymfJ" 438.345228324387 367.897720387505 211.740269362836
"ymfK" 126.635227323048 78.528632745483 68.8245237572818
"ymfL" 72.625779389329 36.843631597837 34.5650582569147
"ymfM" 169.508406043017 89.0441957479401 17.3704799084067
"ymfN" 0.197085337673326 0.266711146307009 0.12105354542871
"aaaE" 0 0 0
"beeE" 123.169140984314 58.8319297034779 18.9723462576195
"jayE" 60.5709970583794 28.9325801490027 7.01550634072045
"ymfQ" 107.94666446231 50.1940016703484 6.91969992883109
"ycfK" 58.7713947339997 26.9709695007959 8.95954518172581
"tfaP" 55.4405679798621 23.8915803475245 8.40899984898716
"tfaE" 47.7917829898331 29.6808238478949 12.354351639536
"stfE" 44.5954072175285 23.2207362845873 6.18767730136048
"pinE" 68.5485452646401 26.8255555218914 6.26573030955382
"mcrA" 42.6249301765356 23.3722526613504 13.9454216047495
"iraM" 41.2164638695595 44.1905781225341 9.57726880239114
"ycgX" 43.0367337820906 24.705619197376 17.8175495451353
"bluR" 253.670187812724 157.471540641445 358.673202304173
"bluF" 65.6072676147547 55.6817743155219 16.6093220467736
"ymgA" 4443.22000594758 1659.50475796954 277.724310479106
"ariR" 32466.0234303355 18320.7479323306 261.169467819408
"pdeG" 55.1081717201121 31.2446450980381 8.60130987985326
"ycgH" 58.6035092956914 40.6395564413073 15.3248806616238
"ymgD" 668.480375079692 404.536493477605 128.851192068587
"ymgG" 157.479702648243 68.466519398714 28.0346071260801
"ycgI" 470.255943722977 327.374391335166 82.0502187375156
"minE" 13176.308123856 12682.1726352964 1506.74692972735
"minD" 428.425052620124 331.825514738381 157.711092791779
"minC" 370.358991090129 279.904042763317 183.86664671081
"ycgJ" 168.911821791651 156.71668778791 141.415309958953
"pliG" 273.716449942406 249.534413623969 149.96577252322
"ycgL" 821.609234425126 817.622486233072 152.487402401097
"ycgM" 250.759760609993 234.580549579398 45.1422652230759
"ycgN" 257.755747914135 216.528230451289 185.759784525074
"hlyE" 45.2275579714532 31.0046875651982 10.0396074833534
"umuD" 127.91689098678 90.7020672180735 44.5821512058921
"umuC" 89.2779277026677 37.0060233708014 14.3484195613959
"dsbB" 194.439629583665 162.149176126423 127.402510172049
"nhaB" 90.954347702233 54.6200079100144 51.5151052164981
"fadR" 316.342857150043 291.857353986477 89.9506141133776
"ycgB" 1590.60799593024 2259.91566520649 160.588222105181
"dadA" 562.860495650426 617.735183092443 407.131503467749
"dadX" 438.825574854264 409.188560487247 345.586198460102
"cvrA" 80.7904184462515 47.4006251253976 48.2900647283058
"ldcA" 109.382574776357 63.2301113387001 73.221871344952
"emtA" 189.998568775043 117.638522784834 35.3796616112377
"ycgR" 92.225078122518 49.6642171305538 9.24721626292128
"ycgY" 233.331584085676 207.330529802568 35.988263469934
"treA" 394.412282338329 640.609360909174 24.5634617012389
"dhaM" 89.4945356692268 68.9236192878815 86.2383404478702
"dhaL" 150.28614463537 128.732562980336 82.4871889112551
"dhaK" 103.14218789149 106.094925246619 72.1209019709001
"dhaR" 79.9707465578687 39.6787959873474 21.2101893344289
"ycgV" 66.508837333258 36.1525138776419 21.0529757236379
"ychF" 150.806155068525 79.2467138759002 27.3534681922927
"pth" 121.061679770814 77.572548035993 32.5632937827345
"ychH" 540723.93682186 432680.813008627 6365.93877184112
"dauA" 144.157887137175 100.344829576179 48.7065184354324
"prs" 107.624860058702 74.8073835829027 139.290324695158
"ispE" 132.655244123673 110.298875447783 229.715912535638
"lolB" 166.615316967388 144.417494458401 113.626236483507
"hemA" 161.10208280787 140.322165369316 91.2878532593587
"prfA" 108.935202689519 87.4200607211476 51.5596320026201
"prmC" 80.8731934153018 46.7445053227008 31.8420459975114
"ychQ" 107.863268130821 56.1733551874876 54.1828270327096
"ychA" 190.854786861827 125.563823539282 323.426452119613
"kdsA" 321.612349785087 211.027964059424 406.446473380799
"chaA" 76.2187753252077 51.4443392085745 23.2423110711872
"chaC" 223.518416814881 209.475112909441 212.224189238348
"ychN" 1436.12947754018 2235.16366092133 268.655784500956
"ychO" 75.8998718956346 43.3060596526919 40.5391974662413
"narL" 211.266873178946 121.264875165204 75.696257705624
"narX" 96.3875689327325 57.1434751485669 31.6411281045387
"narK" 81.695350279641 40.4624539023754 10.3096335878414
"narG" 64.3213404424411 32.3115719215266 11.4018004266379
"narH" 64.7905734189932 31.0317323856589 19.2058253385879
"narJ" 75.0940004983794 30.8648307306902 29.1971705783814
"narI" 90.700019186239 50.0851645288936 13.6676102663868
"ychS" 2084.2978300544 1497.29359255813 1166.80868503995
"purU" 106.040115930614 69.0312103315963 97.2717983535059
"ychJ" 150.064131952643 66.2950000116139 117.549068036556
"rssA" 684.211596635477 766.612159419293 155.287421055166
"rssB" 685.217071679727 654.991628015198 183.971179524172
"galU" 635.441595290207 489.561344332644 241.024306946325
"hns" 5055.75333385589 4506.46862825334 2233.43035989099
"tdk" 77.8376020822173 44.1652059047473 17.0284017277597
"insZ" 85.0425447420651 42.2640123739283 31.0306355605749
"adhE" 652.437987244533 837.585218040643 280.233298624005
"ychE" 65.6167044125983 37.1711641369386 35.228769714338
"insH21" 308.390435398448 219.732534614727 104.967655598143
"oppA" 234.74598926926 267.652361805263 490.715678026385
"oppB" 80.3004010086592 48.7811589006306 100.255040844258
"oppC" 124.866966023658 83.7207637266567 188.126572629326
"oppD" 113.261414088681 70.5979000255902 284.383607306893
"oppF" 154.208800440107 99.107524461413 250.985665826809
"yciU" 466.053219245702 443.406548011042 670.732232685796
"clsA" 144.181869350816 122.850638906025 103.349905459651
"kch" 82.7166280229702 49.7568223121561 42.2073350616937
"yciI" 782.310326780714 409.349682512328 319.945589336125
"tonB" 80.7481767500112 45.2808100670196 343.894791578155
"yciA" 156.757682921768 70.9090080236569 144.710644124999
"yciB" 370.893732922752 304.26999705736 329.221960075908
"yciC" 161.832013757081 121.945693008889 174.398383977511
"ompW" 95.4313187900042 69.8594980904778 12.6004824299542
"yciE" 195.660086620888 214.4969742071 155.969502857107
"yciF" 188.290161689271 150.418905671962 158.661193964635
"trpA" 158.354409723563 108.037860283365 123.100246944389
"trpB" 103.698758010666 70.3657774554521 93.6735550973233
"trpC" 91.4503019096074 54.2588217201137 64.1405458445657
"trpD" 65.7844914004454 33.5391530956206 43.1117807823793
"trpE" 83.0361161676305 41.0408563461221 34.2047259154069
"rnm" 131.344710610945 88.6332399969796 66.9773474070354
"yciO" 275.764874456521 219.803515041453 168.526519288624
"yciQ" 71.334856077953 41.4049293673344 18.6452974837547
"rluB" 115.426280319502 78.6117450414164 50.7172384747509
"btuR" 168.060819421141 105.129599349205 57.9714911329335
"yciK" 186.954478563236 107.983469503542 46.7097199898367
"sohB" 128.831963740217 80.7239440269859 88.4205424659396
"topA" 151.603575904275 209.609288584795 75.1512569112626
"cysB" 200.090242771032 139.40147776468 108.084623415152
"acnA" 386.492696876019 504.01771972757 139.225605437204
"ribA" 363.196269868872 292.989025459005 235.883998402971
"pgpB" 167.858854176294 142.847864079746 94.6974929935467
"lapA" 1445.41529134657 1484.0619907157 1336.15411356548
"lapB" 165.832236984623 125.608713249977 176.060599519876
"pyrF" 106.729550244328 62.566860225586 71.5702143572935
"yciH" 262.390174666707 159.60954611548 49.6043357208389
"yciT" 104.559254872062 71.3016049639459 54.3503325413958
"pdeR" 185.259189755543 166.957358725786 45.7101594882157
"rnb" 86.2282647066693 70.240826022776 136.957260082627
"yciW" 112.468383658079 152.588420245248 168.626336037505
"fabI" 1400.00774021275 929.431131510991 320.238165136894
"ycjD" 344.157754568932 235.448602985517 197.462001608203
"sapF" 136.388476470609 100.101857190764 80.4417455280167
"sapD" 193.236859956209 159.909781765979 109.284867865432
"sapC" 142.451617739175 119.873844363915 72.8041613901489
"sapB" 140.612299620669 110.041580063882 79.341808611535
"sapA" 148.461066197141 114.769494667647 96.5393281503018
"puuP" 107.536136090439 50.6511492694089 9.17296356240225
"puuA" 81.8639489437451 56.4306821296588 11.5756161674994
"puuD" 153.36588609664 109.627430572828 27.6970383407309
"puuR" 195.869526231827 147.706451000338 24.3727974888501
"puuC" 96.0223435954337 53.977396967565 15.3000159091104
"puuB" 60.8506995631682 33.0966655489984 11.8173628233489
"puuE" 90.8467449875134 50.043704861126 17.855421001637
"pspF" 71.7921688956652 37.4848859286275 42.8313420857594
"pspA" 3680.67365663697 2781.98609342145 270.506276549337
"pspC" 3786.70045971547 2652.96401253141 286.46665696754
"pspE" 8600.93219217232 5954.4574965701 406.275305722873
"ycjM" 49.2058921428226 25.0341972888739 3.12100021042577
"ycjN" 62.3632193311539 30.2319729474766 4.02343278257206
"ycjO" 82.7050249969985 32.9798102314343 7.72815547004257
"ycjP" 88.2418632567478 46.8667776025789 8.01061868793578
"ycjQ" 79.8709186343431 37.5366436967412 11.3064077558227
"ycjR" 67.1095155706701 28.1645797427573 8.31460224194924
"ycjS" 84.3713495749282 36.2804579683386 8.57419393662004
"ycjT" 70.2943080380163 30.8845348001571 7.56757266309162
"ycjU" 96.698208339801 45.1876216558208 15.6006357756218
"ycjV" 57.7627677099902 27.1156047514601 10.3711237099439
"ompG" 67.7956140970661 45.0319767082221 4.75580650368683
"ycjW" 62.0664156742919 27.3462937332695 9.04885051612284
"ycjX" 145.354947924123 232.144714607374 205.111648143978
"ycjF" 143.787346125596 174.757798543622 145.847602801473
"tyrR" 138.816092466891 126.063900112987 121.45837815272
"tpx" 574.585503244145 463.072906933085 474.828657162252
"ycjG" 176.964214264076 154.588869455226 145.807142317141
"mpaA" 301.647993024609 298.654163433858 154.646516610734
"ycjY" 63.2820032640256 32.3715947444551 16.5744220750588
"pgrR" 67.0664234251028 36.6723812358641 26.2953710698086
"mppA" 123.126783692543 119.861146725556 25.0884967798166
"ynaI" 68.8893699259865 35.2402144128528 48.1787481847912
"insH4" 320.810875330998 223.561103979515 113.313140583861
"uspE" 1929.77969297716 1692.53499992993 298.8533504828
"fnr" 1099.05153080321 1112.23959297081 535.376437465377
"ogt" 125.134434571619 69.2265797790415 50.8922690990849
"abgT" 59.2862330645314 30.5487092030463 6.67414732022054
"abgB" 72.0824599401219 31.8075626762167 12.3317274208555
"abgA" 61.6063652189857 27.8387139467656 5.99620587028217
"abgR" 80.7764739775686 45.1271630250763 7.61562711956791
"smrA" 296.626083971298 199.106284237473 64.7519312918633
"dgcM" 889.466681957872 717.731553504914 48.3463858197034
"zntB" 199.411482016053 149.374894766976 82.558006121376
"dbpA" 77.7232819278815 47.3069241208447 23.3586268943669
"ttcA" 117.937666905719 83.7233246978753 84.6088761450713
"intR" 73.2789646055269 37.4518223135135 16.4782060765266
"recT" 57.5940563891048 24.2158802540044 12.3648793538983
"recE" 59.9668327751329 26.2358826911844 6.49405757605897
"racC" 638.62324085842 315.942684668229 18.0434332738136
"sieB" 34.8599164350407 13.4129515863969 4.58414402616305
"racR" 230.829755131108 122.876319316644 152.156009097297
"ydaS" 152.281781167238 80.7560598153571 40.3814821492196
"ydaT" 77.8850693897552 28.0459232560859 15.9246404890334
"ydaU" 59.9082452345609 30.183688386924 7.58862617664884
"ydaV" 90.3991298980654 38.7084456674569 7.10850093997773
"ydaW" 111.845774999129 55.2044345748568 43.4429281506839
"rzpR" 460.825923384162 377.302674259327 133.655854291304
"trkG" 30.8042588733434 19.1561945761779 31.0261949968208
"ynaK" 1136.89985128206 847.808673220708 77.6051397570923
"ydaY" 244.480081794022 111.040348940794 35.4914442260669
"ynaA" 63.0518982338835 34.0961820923468 14.2659774630094
"lomR" 35.6298611808622 16.7327203356173 5.92912602834587
"insH5" 0 0 0
"stfR" 118.303129585911 71.9595852381048 24.2961573687053
"tfaR" 329.617643087183 172.416974702369 41.0034862728291
"pinR" 128.109229735566 93.4817176031279 40.7799454866152
"uspF" 666.531850413282 671.330273375212 134.58586616152
"ompN" 50.1007307476819 28.3007888584793 5.36294697755432
"ydbK" 248.60177521988 272.946474002137 90.887531584402
"ydbJ" 5780.25147784833 7117.54586674799 2019.04088583465
"hslJ" 389.425346948776 348.744958749589 197.465542064014
"ldhA" 76.4457070598229 59.0146487918376 36.6377503474719
"ydbH" 65.0383430218096 35.7309184507452 14.4717685340714
"ydbL" 431.3038496084 222.851064387651 58.7903238172905
"feaR" 422.665923298418 221.190963560047 12.4064517487483
"feaB" 103.633497788787 63.7798278880899 31.9289353567387
"tynA" 65.802785107555 33.8716933045375 7.74541188657894
"paaZ" 71.6380158683122 32.1914704065937 6.77377298569098
"paaA" 45.9677506642437 24.1357057910138 4.78650644508745
"paaB" 538.734582337987 220.47681966666 50.9371489576314
"paaC" 90.6234453568696 36.0738394178395 5.4680776461367
"paaD" 145.183377709727 67.0078565738879 13.2460629516968
"paaE" 49.6859886840206 25.6426451626995 7.0965647248254
"paaF" 91.6046501553299 37.102984746091 7.34280470687398
"paaG" 68.554951290654 32.8275896339422 4.28327994282234
"paaH" 70.5763451731116 30.3588598678227 7.46649075467581
"paaI" 54.3852639704326 27.4362292722579 19.1095685868401
"paaJ" 125.814161892606 102.384682701624 20.2550476082365
"paaK" 151.039310614833 140.198738072853 18.1921629261958
"paaX" 221.900957325138 190.0570409633 40.0405459870158
"paaY" 272.397202401653 239.826898515373 37.9813217767496
"ydbA" 38.0226184504641 22.0116015796857 17.0880395763069
"insD2" 0 0 0
"insC2" 0 0 0
"pdxI" 307.858569986346 427.184997812464 29.982496120264
"ydbD" 43.5700151567298 21.735913036558 4.27035314628717
"ynbA" 40.744104833891 12.854368046722 1.14836131749125
"ynbB" 45.4360370093696 20.8997863387557 2.9353303908652
"ynbC" 52.7648971961697 23.9921453085162 9.68460908124218
"ynbD" 72.5104550189348 37.7661239343872 16.7426719016709
"azoR" 84.3308216329368 41.9909356192921 34.0680524189071
"hrpA" 73.0193904847423 50.1055470267289 35.8942220144473
"ydcF" 151.43011337482 166.686430190495 69.7409861091001
"aldA" 1036.40178124228 1081.45479556454 80.9595687329877
"gapC" 1028.55162086166 908.101634142971 4137.97668686112
"cybB" 121.423918059509 66.1013533308167 26.2585326308805
"trg" 62.0590795477483 37.8643216839687 30.5315524769418
"ydcI" 326.657578396898 238.048946859427 59.5618992100271
"ydcJ" 1823.22915277001 1534.06287122992 24.7435786240592
"opgD" 133.57656937161 89.9390761494245 32.8022403883138
"rimL" 127.27511256086 129.694644506448 94.6689756441454
